risk_id,project_id,reporting_date,title,owner_id,probability,impact,status,opened_date,due_date,mitigation,mitigation_status
P06-RK3,P06,2026-07-27,Handover knowledge gap,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-08-03,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-08-03,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-08-03,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-08-10,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-08-10,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-08-10,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-08-17,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-08-17,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-08-17,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-08-24,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-08-24,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-08-24,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-08-31,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-08-31,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-08-31,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-09-07,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-09-07,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-09-07,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-09-14,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-09-14,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-09-14,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK1,P06,2026-09-21,Supplier / control readiness,PM06,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P06-RK2,P06,2026-09-21,Review capacity uncertainty,PM06,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P06-RK3,P06,2026-09-21,Handover knowledge gap,PM06,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-07-06,Supplier / control readiness,PM07,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P07-RK2,P07,2026-07-06,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-07-06,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-07-13,Supplier / control readiness,PM07,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P07-RK2,P07,2026-07-13,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-07-13,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-07-20,Supplier / control readiness,PM07,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P07-RK2,P07,2026-07-20,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-07-20,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-07-27,Supplier / control readiness,PM07,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P07-RK2,P07,2026-07-27,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-07-27,Handover knowledge gap,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-08-03,Supplier / control readiness,PM07,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P07-RK2,P07,2026-08-03,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-08-03,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-08-10,Supplier / control readiness,PM07,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P07-RK2,P07,2026-08-10,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-08-10,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-08-17,Supplier / control readiness,PM07,2,3,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P07-RK2,P07,2026-08-17,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-08-17,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-08-24,Supplier / control readiness,PM07,2,3,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P07-RK2,P07,2026-08-24,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-08-24,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-08-31,Supplier / control readiness,PM07,2,3,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P07-RK2,P07,2026-08-31,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-08-31,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-09-07,Supplier / control readiness,PM07,2,3,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P07-RK2,P07,2026-09-07,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-09-07,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-09-14,Supplier / control readiness,PM07,2,3,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P07-RK2,P07,2026-09-14,Review capacity uncertainty,PM07,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-09-14,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK1,P07,2026-09-21,Supplier / control readiness,PM07,2,3,Closed,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P07-RK2,P07,2026-09-21,Review capacity uncertainty,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P07-RK3,P07,2026-09-21,Handover knowledge gap,PM07,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-07-06,Supplier / control readiness,PM08,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P08-RK2,P08,2026-07-06,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-07-06,Handover knowledge gap,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-07-13,Supplier / control readiness,PM08,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P08-RK2,P08,2026-07-13,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-07-13,Handover knowledge gap,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-07-20,Supplier / control readiness,PM08,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P08-RK2,P08,2026-07-20,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-07-20,Handover knowledge gap,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-07-27,Supplier / control readiness,PM08,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P08-RK2,P08,2026-07-27,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-07-27,Handover knowledge gap,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-08-03,Supplier / control readiness,PM08,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P08-RK2,P08,2026-08-03,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-08-03,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-08-10,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-08-10,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-08-10,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-08-17,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-08-17,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-08-17,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-08-24,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-08-24,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-08-24,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-08-31,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-08-31,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-08-31,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-09-07,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-09-07,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-09-07,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-09-14,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-09-14,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-09-14,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK1,P08,2026-09-21,Supplier / control readiness,PM08,4,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,Not started
P08-RK2,P08,2026-09-21,Review capacity uncertainty,PM08,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P08-RK3,P08,2026-09-21,Handover knowledge gap,PM08,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-07-06,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-07-06,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-07-06,Handover knowledge gap,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-07-13,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-07-13,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-07-13,Handover knowledge gap,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-07-20,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-07-20,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-07-20,Handover knowledge gap,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-07-27,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-07-27,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-07-27,Handover knowledge gap,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-08-03,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-08-03,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-08-03,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-08-10,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-08-10,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-08-10,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-08-17,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-08-17,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-08-17,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-08-24,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-08-24,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-08-24,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-08-31,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-08-31,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-08-31,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-09-07,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-09-07,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-09-07,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-09-14,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-09-14,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-09-14,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK1,P09,2026-09-21,Supplier / control readiness,PM09,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P09-RK2,P09,2026-09-21,Review capacity uncertainty,PM09,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P09-RK3,P09,2026-09-21,Handover knowledge gap,PM09,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-07-06,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-07-06,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-07-06,Handover knowledge gap,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-07-13,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-07-13,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-07-13,Handover knowledge gap,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-07-20,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-07-20,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-07-20,Handover knowledge gap,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-07-27,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-07-27,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-07-27,Handover knowledge gap,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-08-03,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-08-03,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-08-03,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-08-10,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-08-10,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-08-10,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-08-17,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-08-17,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-08-17,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-08-24,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-08-24,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-08-24,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-08-31,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-08-31,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-08-31,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-09-07,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-09-07,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-09-07,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-09-14,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-09-14,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-09-14,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK1,P10,2026-09-21,Supplier / control readiness,PM01,2,2,Open,2026-06-15,2026-10-01,Confirm supplier evidence and mitigation owner,In progress
P10-RK2,P10,2026-09-21,Review capacity uncertainty,PM01,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P10-RK3,P10,2026-09-21,Handover knowledge gap,PM01,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-07-06,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-07-06,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-07-06,Handover knowledge gap,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-07-13,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-07-13,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-07-13,Handover knowledge gap,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-07-20,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-07-20,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-07-20,Handover knowledge gap,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-07-27,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-07-27,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-07-27,Handover knowledge gap,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-08-03,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-08-03,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-08-03,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-08-10,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-08-10,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-08-10,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-08-17,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-08-17,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK3,P11,2026-08-17,Handover knowledge gap,PM02,2,2,Closed,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
P11-RK1,P11,2026-08-24,Supplier / control readiness,PM02,3,5,Open,2026-06-15,2026-09-14,Confirm supplier evidence and mitigation owner,In progress
P11-RK2,P11,2026-08-24,Review capacity uncertainty,PM02,2,2,Open,2026-06-15,2026-10-01,Agree review cover and acceptance evidence,In progress
