issue_id,project_id,reporting_date,title,owner_id,severity,status,opened_date,due_date,resolution_date,required_action
P08-I2,P08,2026-09-21,Review backlog,PM08,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-07-06,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-07-06,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-07-13,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-07-13,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-07-20,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-07-20,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-07-27,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-07-27,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-08-03,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-08-03,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-08-10,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-08-10,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-08-17,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-08-17,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-08-24,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-08-24,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-08-31,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-08-31,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-09-07,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-09-07,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-09-14,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-09-14,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I1,P09,2026-09-21,Acceptance defect,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P09-I2,P09,2026-09-21,Review backlog,PM09,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-07-06,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-07-06,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-07-13,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-07-13,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-07-20,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-07-20,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-07-27,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-07-27,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-08-03,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-08-03,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-08-10,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-08-10,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-08-17,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-08-17,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-08-24,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-08-24,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-08-31,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-08-31,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-09-07,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-09-07,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-09-14,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-09-14,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I1,P10,2026-09-21,Acceptance defect,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P10-I2,P10,2026-09-21,Review backlog,PM01,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-07-06,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-07-06,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-07-13,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-07-13,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-07-20,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-07-20,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-07-27,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-07-27,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-08-03,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-08-03,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-08-10,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-08-10,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-08-17,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-08-17,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-08-24,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-08-24,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-08-31,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-08-31,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-09-07,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-09-07,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-09-14,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-09-14,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I1,P11,2026-09-21,Acceptance defect,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P11-I2,P11,2026-09-21,Review backlog,PM02,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-07-06,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-07-06,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-07-13,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-07-13,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-07-20,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-07-20,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-07-27,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-07-27,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-08-03,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-08-03,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-08-10,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-08-10,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-08-17,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-08-17,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-08-24,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-08-24,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-08-31,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-08-31,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-09-07,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-09-07,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-09-14,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-09-14,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P12-I1,P12,2026-09-21,Acceptance defect,PM03,Critical,Open,2026-06-22,2026-09-14,,Agree corrective action and acceptance evidence
P12-I2,P12,2026-09-21,Review backlog,PM03,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-07-06,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-07-06,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-07-13,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-07-13,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-07-20,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-07-20,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-07-27,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-07-27,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-08-03,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-08-03,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-08-10,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-08-10,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-08-17,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-08-17,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-08-24,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-08-24,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-08-31,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-08-31,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-09-07,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-09-07,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-09-14,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-09-14,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I1,P13,2026-09-21,Acceptance defect,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P13-I2,P13,2026-09-21,Review backlog,PM04,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-07-06,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-07-06,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-07-13,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-07-13,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-07-20,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-07-20,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-07-27,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-07-27,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-08-03,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-08-03,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-08-10,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-08-10,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-08-17,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-08-17,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-08-24,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-08-24,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-08-31,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-08-31,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-09-07,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-09-07,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-09-14,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-09-14,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I1,P14,2026-09-21,Acceptance defect,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P14-I2,P14,2026-09-21,Review backlog,PM05,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-07-06,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-07-06,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-07-13,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-07-13,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-07-20,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-07-20,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-07-27,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-07-27,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-08-03,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-08-03,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-08-10,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-08-10,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-08-17,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-08-17,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-08-24,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-08-24,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-08-31,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-08-31,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-09-07,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-09-07,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-09-14,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-09-14,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I1,P15,2026-09-21,Acceptance defect,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P15-I2,P15,2026-09-21,Review backlog,PM06,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-07-06,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-07-06,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-07-13,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-07-13,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-07-20,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-07-20,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-07-27,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-07-27,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-08-03,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-08-03,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-08-10,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-08-10,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-08-17,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-08-17,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-08-24,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-08-24,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-08-31,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-08-31,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-09-07,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I2,P16,2026-09-07,Review backlog,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
P16-I1,P16,2026-09-14,Acceptance defect,PM07,Moderate,Resolved,2026-06-22,2026-09-14,2026-06-29,Agree corrective action and acceptance evidence
