project_id,reporting_date,lifecycle,phase,forecast_finish,actual_finish,last_reporting_date,approved_budget,planned_cost,forecast_cost,actual_cost,budget_remaining,actual_vs_planned,actual_vs_planned_pct,forecast_variance,forecast_variance_pct,schedule_variance_days,percentage_complete,overall_rag,open_risks,critical_risks,risk_exposure,open_issues,critical_issues,overdue_actions,overdue_tasks,overdue_milestones,critical_milestones_overdue,milestones_due,dependency_exposure,schedule_rag,cost_rag,risk_rag,issues_rag,milestones_rag,dependencies_rag,actions_rag,reporting_rag
P08,2026-08-17,Active,Delivery,2026-10-11,,2026-08-17,450000,270000,477000,278100,171900,8100,3.0,27000,6.0,6,50.0,Red,2,1,24,1,0,0,0,0,0,0,0,Amber,Amber,Red,Amber,Amber,Green,Green,Green
P09,2026-08-17,Active,Delivery,2026-10-05,,2026-08-17,475000,285000,475000,285000,190000,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P10,2026-08-17,Active,Delivery,2026-10-05,,2026-08-17,500000,300000,500000,300000,200000,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P11,2026-08-17,Active,Delivery,2026-10-12,,2026-08-17,525000,315000,525000,315000,210000,0,0.0,0,0.0,7,50.0,Amber,2,0,19,0,0,0,0,0,0,0,0,Amber,Green,Amber,Green,Amber,Green,Green,Green
P12,2026-08-17,Active,Delivery,2026-10-12,,2026-08-17,550000,330000,550000,330000,220000,0,0.0,0,0.0,7,50.0,Red,2,0,8,1,1,0,0,0,0,0,0,Amber,Green,Green,Red,Amber,Green,Green,Green
P13,2026-08-17,Active,Delivery,2026-10-05,,2026-08-17,575000,345000,575000,345000,230000,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P14,2026-08-17,Active,Delivery,2026-10-12,,2026-08-17,600000,360000,654000,376200,223800,16200,4.5,54000,9.0,7,50.0,Amber,2,0,8,0,0,0,0,0,0,0,0,Amber,Amber,Green,Green,Amber,Green,Green,Green
P15,2026-08-17,Active,Delivery,2026-10-12,,2026-08-17,625000,375000,625000,375000,250000,0,0.0,0,0.0,7,50.0,Amber,2,0,8,0,0,0,0,0,0,0,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P16,2026-08-17,Active,Delivery,2026-08-31,,2026-08-17,650000,531375,650000,531375,118625,0,0.0,0,0.0,0,91.67,Green,2,0,8,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P17,2026-08-17,Active,Delivery,2026-09-14,,2026-08-17,675000,481950,675000,481950,193050,0,0.0,0,0.0,7,83.33,Amber,2,0,8,0,0,0,1,1,0,0,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P18,2026-08-17,On Hold,Delivery,2026-10-05,,2026-08-03,700000,420000,700000,350000,350000,-70000,-16.67,0,0.0,0,41.67,Amber,2,0,8,0,0,0,1,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Amber
P01,2026-08-24,Active,Delivery,2026-10-05,,2026-08-24,275000,178750,275000,178750,96250,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P02,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,300000,195000,321000,201825,98175,6825,3.5,21000,7.0,7,58.33,Amber,2,0,8,1,0,0,0,0,0,0,0,Amber,Amber,Green,Amber,Amber,Green,Green,Green
P03,2026-08-24,Active,Delivery,2026-10-26,,2026-08-24,325000,211250,357500,221812,103188,10562,5.0,32500,10.0,21,41.67,Red,2,1,24,1,0,0,2,0,0,0,0,Red,Amber,Red,Amber,Amber,Green,Green,Green
P04,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,350000,227500,350000,227500,122500,0,0.0,0,0.0,7,58.33,Red,2,0,8,0,0,0,0,0,0,0,1,Amber,Green,Green,Green,Amber,Red,Green,Green
P05,2026-08-24,Active,Delivery,2026-10-05,,2026-08-24,375000,243750,468750,274219,100781,30469,12.5,93750,25.0,0,58.33,Red,2,0,8,0,0,0,0,0,0,0,0,Green,Red,Green,Green,Green,Green,Green,Green
P06,2026-08-24,Active,Delivery,2026-10-05,,2026-08-24,400000,260000,400000,260000,140000,0,0.0,0,0.0,0,58.33,Red,2,1,24,0,0,0,0,0,0,0,0,Green,Green,Red,Green,Green,Green,Green,Green
P07,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,425000,276250,467500,290062,134938,13812,5.0,42500,10.0,7,58.33,Amber,2,0,10,0,0,0,0,0,0,0,0,Amber,Amber,Green,Green,Amber,Green,Green,Green
P08,2026-08-24,Active,Delivery,2026-10-14,,2026-08-24,450000,292500,490500,305662,144338,13162,4.5,40500,9.0,9,50.0,Red,2,1,24,1,1,0,1,0,0,0,0,Amber,Amber,Red,Red,Amber,Green,Green,Green
P09,2026-08-24,Active,Delivery,2026-10-05,,2026-08-24,475000,308750,475000,308750,166250,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P10,2026-08-24,Active,Delivery,2026-10-05,,2026-08-24,500000,325000,500000,325000,175000,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P11,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,525000,341250,525000,341250,183750,0,0.0,0,0.0,7,58.33,Amber,2,0,19,0,0,0,0,0,0,0,0,Amber,Green,Amber,Green,Amber,Green,Green,Green
P12,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,550000,357500,550000,357500,192500,0,0.0,0,0.0,7,58.33,Red,2,0,8,1,1,0,0,0,0,0,0,Amber,Green,Green,Red,Amber,Green,Green,Green
P13,2026-08-24,Active,Delivery,2026-10-05,,2026-08-24,575000,373750,575000,373750,201250,0,0.0,0,0.0,0,58.33,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P14,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,600000,390000,654000,407550,192450,17550,4.5,54000,9.0,7,58.33,Amber,2,0,8,0,0,0,0,0,0,0,1,Amber,Amber,Green,Green,Amber,Amber,Green,Green
P15,2026-08-24,Active,Delivery,2026-10-12,,2026-08-24,625000,406250,625000,406250,218750,0,0.0,0,0.0,7,58.33,Amber,2,0,8,0,0,0,0,0,0,0,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P16,2026-08-24,Active,Delivery,2026-08-31,,2026-08-24,650000,587438,650000,587438,62562,0,0.0,0,0.0,0,100.0,Green,2,0,8,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P17,2026-08-24,Active,Delivery,2026-09-14,,2026-08-24,675000,528525,675000,528525,146475,0,0.0,0,0.0,7,91.67,Amber,2,0,8,0,0,0,1,1,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P18,2026-08-24,On Hold,Delivery,2026-10-05,,2026-08-03,700000,455000,700000,350000,350000,-105000,-23.08,0,0.0,0,41.67,Amber,2,0,8,0,0,0,2,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Amber
P01,2026-08-31,Active,Delivery,2026-10-05,,2026-08-31,275000,192500,275000,192500,82500,0,0.0,0,0.0,0,66.67,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P02,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,300000,210000,321000,217350,82650,7350,3.5,21000,7.0,7,58.33,Amber,2,0,8,1,0,0,1,0,0,1,0,Amber,Amber,Green,Amber,Amber,Green,Green,Green
P03,2026-08-31,Active,Delivery,2026-10-26,,2026-08-31,325000,227500,357500,238875,86125,11375,5.0,32500,10.0,21,50.0,Red,2,1,24,1,0,0,2,0,0,1,0,Red,Amber,Red,Amber,Amber,Green,Green,Green
P04,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,350000,245000,350000,245000,105000,0,0.0,0,0.0,7,58.33,Red,2,0,8,0,0,0,1,0,0,1,1,Amber,Green,Green,Green,Amber,Red,Green,Green
P05,2026-08-31,Active,Delivery,2026-10-05,,2026-08-31,375000,262500,468750,295312,79688,32812,12.5,93750,25.0,0,66.67,Red,2,0,8,0,0,0,0,0,0,0,0,Green,Red,Green,Green,Green,Green,Green,Green
P06,2026-08-31,Active,Delivery,2026-10-05,,2026-08-31,400000,280000,400000,280000,120000,0,0.0,0,0.0,0,66.67,Red,2,1,24,0,0,0,0,0,0,0,0,Green,Green,Red,Green,Green,Green,Green,Green
P07,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,450000,315000,495000,330750,119250,15750,5.0,45000,10.0,7,58.33,Amber,2,0,10,0,0,0,1,0,0,1,0,Amber,Amber,Green,Green,Amber,Green,Green,Green
P08,2026-08-31,Active,Delivery,2026-10-17,,2026-08-31,450000,315000,504000,333900,116100,18900,6.0,54000,12.0,12,58.33,Red,2,1,24,1,1,0,1,0,0,1,0,Amber,Amber,Red,Red,Amber,Green,Green,Green
P09,2026-08-31,Active,Delivery,2026-10-05,,2026-08-31,475000,332500,475000,332500,142500,0,0.0,0,0.0,0,66.67,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P10,2026-08-31,Active,Delivery,2026-10-05,,2026-08-31,500000,350000,500000,350000,150000,0,0.0,0,0.0,0,66.67,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P11,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,525000,367500,525000,367500,157500,0,0.0,0,0.0,7,58.33,Amber,2,0,19,0,0,0,1,0,0,1,0,Amber,Green,Amber,Green,Amber,Green,Green,Green
P12,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,550000,385000,550000,385000,165000,0,0.0,0,0.0,7,58.33,Red,2,0,8,1,1,0,1,0,0,1,0,Amber,Green,Green,Red,Amber,Green,Green,Green
P13,2026-08-31,Active,Delivery,2026-10-05,,2026-08-31,575000,402500,575000,402500,172500,0,0.0,0,0.0,0,66.67,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P14,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,600000,420000,654000,438900,161100,18900,4.5,54000,9.0,7,58.33,Amber,2,0,8,0,0,0,1,0,0,1,1,Amber,Amber,Green,Green,Amber,Amber,Green,Green
P15,2026-08-31,Active,Delivery,2026-10-12,,2026-08-31,625000,437500,625000,437500,187500,0,0.0,0,0.0,7,58.33,Amber,2,0,8,0,0,0,1,0,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P16,2026-08-31,Completed,Closed,2026-08-31,2026-08-31,2026-08-31,650000,643500,643500,643500,6500,0,0.0,-6500,-1.0,0,100.0,Green,0,0,0,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P17,2026-08-31,Active,Delivery,2026-09-14,,2026-08-31,675000,575100,675000,575100,99900,0,0.0,0,0.0,7,100.0,Amber,2,0,8,0,0,0,0,1,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P18,2026-08-31,On Hold,Delivery,2026-10-05,,2026-08-03,700000,490000,700000,350000,350000,-140000,-28.57,0,0.0,0,41.67,Amber,2,0,8,0,0,0,3,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Amber
P01,2026-09-07,Active,Delivery,2026-10-05,,2026-09-07,275000,206250,275000,206250,68750,0,0.0,0,0.0,0,75.0,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P02,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,300000,225000,321000,232875,67125,7875,3.5,21000,7.0,7,66.67,Amber,2,0,8,1,0,0,1,0,0,1,0,Amber,Amber,Green,Amber,Amber,Green,Green,Green
P03,2026-09-07,Active,Delivery,2026-10-26,,2026-09-07,325000,243750,357500,255938,69062,12188,5.0,32500,10.0,21,58.33,Red,2,1,24,1,0,0,2,0,0,1,0,Red,Amber,Red,Amber,Amber,Green,Green,Green
P04,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,350000,262500,350000,262500,87500,0,0.0,0,0.0,7,66.67,Red,2,0,8,0,0,0,1,0,0,1,1,Amber,Green,Green,Green,Amber,Red,Green,Green
P05,2026-09-07,Active,Delivery,2026-10-05,,2026-09-07,375000,281250,468750,316406,58594,35156,12.5,93750,25.0,0,75.0,Red,2,0,8,0,0,0,0,0,0,0,0,Green,Red,Green,Green,Green,Green,Green,Green
P06,2026-09-07,Active,Delivery,2026-10-05,,2026-09-07,400000,300000,400000,300000,100000,0,0.0,0,0.0,0,75.0,Red,2,1,24,0,0,0,0,0,0,0,0,Green,Green,Red,Green,Green,Green,Green,Green
P07,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,450000,337500,495000,354375,95625,16875,5.0,45000,10.0,7,66.67,Amber,2,0,10,0,0,0,1,0,0,1,0,Amber,Amber,Green,Green,Amber,Green,Green,Green
P08,2026-09-07,Active,Delivery,2026-10-20,,2026-09-07,450000,337500,517500,362812,87188,25312,7.5,67500,15.0,15,58.33,Red,2,1,24,1,1,0,2,0,0,1,0,Red,Red,Red,Red,Amber,Green,Green,Green
P09,2026-09-07,Active,Delivery,2026-10-05,,2026-09-07,475000,356250,475000,356250,118750,0,0.0,0,0.0,0,75.0,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P10,2026-09-07,Active,Delivery,2026-10-05,,2026-09-07,500000,375000,500000,375000,125000,0,0.0,0,0.0,0,75.0,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P11,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,525000,393750,525000,393750,131250,0,0.0,0,0.0,7,66.67,Amber,2,0,19,0,0,0,1,0,0,1,0,Amber,Green,Amber,Green,Amber,Green,Green,Green
P12,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,550000,412500,550000,412500,137500,0,0.0,0,0.0,7,66.67,Red,2,0,8,1,1,0,1,0,0,1,0,Amber,Green,Green,Red,Amber,Green,Green,Green
P13,2026-09-07,Active,Delivery,2026-10-05,,2026-09-07,575000,431250,575000,431250,143750,0,0.0,0,0.0,0,75.0,Green,2,0,8,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P14,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,600000,450000,654000,470250,129750,20250,4.5,54000,9.0,7,66.67,Red,2,0,8,0,0,0,1,0,0,1,1,Amber,Amber,Green,Green,Amber,Red,Green,Green
P15,2026-09-07,Active,Delivery,2026-10-12,,2026-09-07,625000,468750,625000,468750,156250,0,0.0,0,0.0,7,66.67,Amber,2,0,8,0,0,0,1,0,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P16,2026-09-07,Completed,Closed,2026-08-31,2026-08-31,2026-09-07,650000,643500,643500,643500,6500,0,0.0,-6500,-1.0,0,100.0,Green,0,0,0,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P17,2026-09-07,Active,Delivery,2026-09-14,,2026-09-07,675000,621675,675000,621675,53325,0,0.0,0,0.0,7,100.0,Amber,2,0,8,0,0,0,0,1,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P18,2026-09-07,On Hold,Delivery,2026-10-05,,2026-08-03,700000,525000,700000,350000,350000,-175000,-33.33,0,0.0,0,41.67,Amber,2,0,8,0,0,0,4,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Amber
P01,2026-09-14,Active,Delivery,2026-10-05,,2026-09-14,275000,220000,275000,220000,55000,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P02,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,300000,240000,321000,248400,51600,8400,3.5,21000,7.0,7,75.0,Amber,2,0,8,1,0,0,1,0,0,1,0,Amber,Amber,Green,Amber,Amber,Green,Green,Green
P03,2026-09-14,Active,Delivery,2026-10-26,,2026-09-14,325000,260000,357500,273000,52000,13000,5.0,32500,10.0,21,58.33,Red,2,1,24,1,0,0,3,0,0,1,0,Red,Amber,Red,Amber,Amber,Green,Green,Green
P04,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,350000,280000,350000,280000,70000,0,0.0,0,0.0,7,75.0,Red,2,0,8,0,0,0,1,0,0,1,1,Amber,Green,Green,Green,Amber,Red,Green,Green
P05,2026-09-14,Active,Delivery,2026-10-05,,2026-09-14,375000,300000,468750,337500,37500,37500,12.5,93750,25.0,0,83.33,Red,2,0,8,0,0,0,0,0,0,1,0,Green,Red,Green,Green,Green,Green,Green,Green
P06,2026-09-14,Active,Delivery,2026-10-05,,2026-09-14,400000,320000,400000,320000,80000,0,0.0,0,0.0,0,83.33,Red,2,1,24,0,0,0,0,0,0,1,0,Green,Green,Red,Green,Green,Green,Green,Green
P07,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,450000,360000,495000,378000,72000,18000,5.0,45000,10.0,7,75.0,Amber,2,0,10,0,0,0,1,0,0,1,0,Amber,Amber,Green,Green,Amber,Green,Green,Green
P08,2026-09-14,Active,Delivery,2026-10-23,,2026-09-14,450000,360000,531000,392400,57600,32400,9.0,81000,18.0,18,66.67,Red,2,1,24,1,1,0,2,0,0,1,0,Red,Red,Red,Red,Amber,Green,Green,Green
P09,2026-09-14,Active,Delivery,2026-10-05,,2026-09-14,475000,380000,475000,380000,95000,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P10,2026-09-14,Active,Delivery,2026-10-05,,2026-09-14,500000,400000,500000,400000,100000,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P11,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,525000,420000,525000,420000,105000,0,0.0,0,0.0,7,75.0,Amber,2,0,19,0,0,0,1,0,0,1,0,Amber,Green,Amber,Green,Amber,Green,Green,Green
P12,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,550000,440000,550000,440000,110000,0,0.0,0,0.0,7,75.0,Red,2,0,8,1,1,0,1,0,0,1,0,Amber,Green,Green,Red,Amber,Green,Green,Green
P13,2026-09-14,Active,Delivery,2026-10-05,,2026-09-14,575000,460000,575000,460000,115000,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P14,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,600000,480000,654000,501600,98400,21600,4.5,54000,9.0,7,75.0,Red,2,0,8,0,0,0,1,0,0,1,1,Amber,Amber,Green,Green,Amber,Red,Green,Green
P15,2026-09-14,Active,Delivery,2026-10-12,,2026-09-14,625000,500000,625000,500000,125000,0,0.0,0,0.0,7,75.0,Amber,2,0,8,0,0,0,1,0,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P16,2026-09-14,Completed,Closed,2026-08-31,2026-08-31,2026-09-14,650000,643500,643500,643500,6500,0,0.0,-6500,-1.0,0,100.0,Green,0,0,0,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P17,2026-09-14,Completed,Closed,2026-09-14,2026-09-14,2026-09-14,675000,668250,668250,668250,6750,0,0.0,-6750,-1.0,7,100.0,Amber,0,0,0,0,0,0,0,0,0,0,0,Amber,Green,Green,Green,Green,Green,Green,Green
P18,2026-09-14,On Hold,Delivery,2026-10-05,,2026-08-03,700000,560000,700000,350000,350000,-210000,-37.5,0,0.0,0,41.67,Amber,2,0,8,0,0,0,5,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Amber
P01,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,275000,233750,275000,233750,41250,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,2,0,Green,Green,Green,Green,Green,Green,Green,Green
P02,2026-09-21,Active,Delivery,2026-10-12,,2026-09-21,300000,255000,321000,263925,36075,8925,3.5,21000,7.0,7,83.33,Amber,2,0,8,1,0,0,0,1,0,1,0,Amber,Amber,Green,Amber,Amber,Green,Green,Green
P03,2026-09-21,Active,Delivery,2026-10-26,,2026-09-21,325000,276250,357500,290062,34938,13812,5.0,32500,10.0,21,66.67,Red,2,1,24,1,0,1,2,1,1,1,0,Red,Amber,Red,Amber,Red,Green,Amber,Green
P04,2026-09-21,Active,Delivery,2026-10-12,,2026-09-21,350000,297500,350000,297500,52500,0,0.0,0,0.0,7,83.33,Red,2,0,8,0,0,0,0,1,1,1,1,Amber,Green,Green,Green,Red,Red,Green,Green
P05,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,375000,318750,468750,358594,16406,39844,12.5,93750,25.0,0,83.33,Red,2,0,8,0,0,0,0,0,0,2,0,Green,Red,Green,Green,Green,Green,Green,Green
P06,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,400000,340000,400000,340000,60000,0,0.0,0,0.0,0,83.33,Red,2,1,24,0,0,1,0,0,0,2,0,Green,Green,Red,Green,Green,Green,Amber,Green
P07,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,450000,382500,459000,386325,63675,3825,1.0,9000,2.0,0,83.33,Green,0,0,0,0,0,0,0,0,0,1,0,Green,Green,Green,Green,Green,Green,Green,Green
P08,2026-09-21,Active,Delivery,2026-10-26,,2026-09-21,450000,382500,544500,422662,27338,40162,10.5,94500,21.0,21,66.67,Red,2,1,24,1,1,1,2,1,1,1,0,Red,Red,Red,Red,Red,Green,Amber,Green
P09,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,475000,403750,475000,403750,71250,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,2,0,Green,Green,Green,Green,Green,Green,Green,Green
P10,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,500000,425000,500000,425000,75000,0,0.0,0,0.0,0,83.33,Red,2,0,8,0,0,3,0,0,0,2,0,Green,Green,Green,Green,Green,Green,Red,Green
P11,2026-09-21,Active,Delivery,2026-10-12,,2026-09-21,525000,446250,525000,446250,78750,0,0.0,0,0.0,7,83.33,Amber,2,0,19,0,0,0,0,1,0,1,0,Amber,Green,Amber,Green,Amber,Green,Green,Green
P12,2026-09-21,Active,Delivery,2026-10-12,,2026-09-21,550000,467500,550000,467500,82500,0,0.0,0,0.0,7,83.33,Red,2,0,8,1,1,1,0,1,1,1,0,Amber,Green,Green,Red,Red,Green,Amber,Green
P13,2026-09-21,Active,Delivery,2026-10-05,,2026-09-21,575000,488750,575000,488750,86250,0,0.0,0,0.0,0,83.33,Green,2,0,8,0,0,0,0,0,0,2,0,Green,Green,Green,Green,Green,Green,Green,Green
P14,2026-09-21,Active,Delivery,2026-10-12,,2026-09-21,600000,510000,654000,532950,67050,22950,4.5,54000,9.0,7,83.33,Red,2,0,8,0,0,0,0,1,0,1,1,Amber,Amber,Green,Green,Amber,Red,Green,Green
P15,2026-09-21,Active,Delivery,2026-10-12,,2026-09-21,625000,531250,625000,531250,93750,0,0.0,0,0.0,7,83.33,Amber,2,0,8,0,0,0,0,1,0,1,0,Amber,Green,Green,Green,Amber,Green,Green,Green
P16,2026-09-21,Completed,Closed,2026-08-31,2026-08-31,2026-09-21,650000,643500,643500,643500,6500,0,0.0,-6500,-1.0,0,100.0,Green,0,0,0,0,0,0,0,0,0,0,0,Green,Green,Green,Green,Green,Green,Green,Green
P17,2026-09-21,Completed,Closed,2026-09-14,2026-09-14,2026-09-21,675000,668250,668250,668250,6750,0,0.0,-6750,-1.0,7,100.0,Amber,0,0,0,0,0,0,0,0,0,0,0,Amber,Green,Green,Green,Green,Green,Green,Green
P18,2026-09-21,On Hold,Delivery,2026-10-05,,2026-08-03,700000,595000,700000,350000,350000,-245000,-41.18,0,0.0,0,41.67,Amber,2,0,8,0,0,0,5,0,0,2,0,Green,Green,Green,Green,Green,Green,Green,Amber
